,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,DEFAULT_PAYMENT_NEXT_MONTH,TOTAL_BILL_AMT,TOTAL_PAY_AMT
379,380,50000,1,2,2,31,0,0,0,0,0,0,1,83951,16327
380,381,130000,2,2,2,29,0,0,0,0,0,0,0,472379,20500
381,382,50000,2,2,1,37,2,2,2,0,0,0,1,16397,3500
382,383,140000,1,3,1,36,0,0,0,0,0,0,0,538393,47700
383,384,170000,2,2,2,28,-1,0,0,2,0,0,1,29372,3899
384,385,80000,1,2,2,25,0,0,0,0,0,-2,0,107251,18103
385,386,410000,2,5,1,42,0,0,0,0,0,0,0,1741454,63800
386,387,80000,2,1,2,29,1,-1,-1,-2,-2,-2,0,80000,80000
387,388,80000,1,3,1,73,-1,0,0,2,2,2,1,416184,23430
388,389,150000,1,2,1,43,0,0,0,0,0,0,0,944099,36834
389,390,260000,1,1,1,30,-1,-1,-1,0,0,-1,1,2586,131815
390,391,350000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0
391,392,280000,2,2,1,39,1,-1,0,0,0,0,1,174954,48684
392,393,310000,1,2,1,44,0,0,0,0,0,0,0,503434,20078
393,394,140000,2,2,2,29,0,0,0,0,0,0,0,118369,16500
394,395,360000,1,1,1,51,-1,-1,-1,-2,-2,-2,0,63000,25000
395,396,140000,2,1,2,27,0,0,0,0,0,0,0,858345,43600
396,397,100000,1,1,2,38,0,0,0,0,0,0,0,240783,5141
397,398,50000,2,2,2,22,-2,-2,-2,-2,-2,-2,0,1480,1480
398,399,210000,2,2,1,30,0,0,0,0,0,0,0,567259,23202
399,400,120000,2,2,2,25,2,2,2,2,2,2,0,703798,21679
400,401,240000,1,1,2,29,0,0,0,0,0,-1,0,666907,204634
402,403,150000,1,1,2,41,-1,-1,-1,-1,-1,2,1,7098,5291
403,404,30000,1,2,1,48,0,0,0,0,0,0,0,161543,8942
404,405,160000,2,1,2,29,2,2,2,2,2,2,1,974815,30512
405,406,200000,1,1,1,52,-2,-2,-2,-2,-2,-2,0,92108,92473
406,407,120000,2,2,1,25,0,0,0,-2,-2,-2,0,47869,6000
407,408,500000,1,1,1,37,1,2,0,0,0,0,0,2466458,64709
408,409,320000,2,1,2,27,0,0,0,0,0,0,0,365115,67601
409,410,280000,1,1,2,31,0,0,0,0,0,0,0,1043732,42823
410,411,60000,2,1,2,23,1,2,2,2,2,2,1,185629,8209
411,412,200000,2,1,1,38,-1,-1,-2,-1,-1,-2,0,257,517
412,413,230000,2,1,1,32,1,-2,-1,-1,-1,-1,0,11600,11611
413,414,230000,2,2,2,27,1,2,0,0,0,0,1,64332,7441
414,415,480000,2,3,1,41,-2,-2,-2,-2,-2,-2,0,292489,279713
415,416,50000,2,3,1,35,-1,-1,-1,-2,-2,-2,0,27500,5640
416,417,200000,2,1,2,31,-2,-2,-2,-2,-2,-2,0,23286,19872
417,418,50000,2,1,2,30,0,0,0,0,0,2,0,104694,7800
418,419,50000,1,2,1,48,0,0,0,0,0,0,0,180417,15461
419,420,260000,2,1,2,36,1,-2,-2,-2,-2,-2,1,0,0
420,421,30000,1,1,2,24,2,0,0,0,0,2,0,166661,8607
421,422,440000,2,1,2,29,0,0,0,0,0,0,0,962256,42156
422,423,230000,2,2,2,38,-1,-1,-1,-1,-1,-1,0,17733,9709
423,424,200000,1,2,1,38,2,2,2,0,0,0,1,613953,20500
424,425,490000,2,2,1,30,0,0,0,0,0,0,0,1185021,43181
425,426,80000,2,2,1,32,-1,-1,-2,-2,-2,-2,0,11262,0
426,427,20000,2,3,2,49,2,2,2,2,0,0,1,79043,10123
427,428,170000,2,1,2,31,-1,-1,-1,-1,0,-1,1,1393,1393
428,429,70000,1,1,2,27,0,0,0,0,0,0,0,293401,36641
429,430,210000,2,2,2,33,0,0,0,0,0,0,0,762633,24500
430,431,90000,2,2,2,25,0,0,0,0,0,0,0,465009,18601
431,432,390000,2,1,2,27,0,0,0,0,0,0,1,1772871,62172
432,433,110000,2,1,2,29,0,0,0,0,0,0,0,304292,13557
433,434,580000,2,1,1,36,0,0,0,0,0,0,0,994160,36784
434,435,360000,1,3,1,55,0,0,-1,-1,-1,-2,0,36696,25244
435,436,270000,2,2,1,32,1,2,2,2,2,2,1,1359821,42000
436,437,60000,2,1,2,27,-1,-1,-2,-1,2,-1,0,14672,650
437,438,110000,1,3,1,37,0,0,0,0,0,0,0,367490,13600
438,439,50000,2,1,1,25,0,0,0,0,0,0,0,235192,8773
439,440,80000,2,1,2,23,0,0,0,0,0,0,1,339098,49268
440,441,50000,1,2,2,23,-1,-1,-1,-1,0,0,0,28024,16630
441,442,100000,1,1,2,32,0,0,0,0,2,2,0,531060,21237
442,443,30000,2,1,2,26,1,-2,-1,-1,-1,-1,0,4137,4137
443,444,200000,2,1,2,27,0,0,0,0,0,0,0,730818,34070
444,445,240000,1,1,2,44,0,0,0,0,0,0,1,1306045,51436
445,446,220000,1,2,2,34,0,0,0,0,0,0,0,160668,6300
446,447,160000,2,1,2,28,0,0,0,0,0,0,0,601165,19300
447,448,180000,2,1,1,53,-1,-1,-1,0,0,-1,0,83747,32279
449,450,140000,2,3,1,30,0,0,0,2,0,0,0,461266,27121
450,451,380000,1,1,1,51,1,-2,-2,-2,-2,-2,1,0,0
451,452,600000,1,1,1,53,2,2,0,0,0,0,1,2718542,91000
452,453,260000,1,2,2,37,0,0,0,-1,0,0,0,935929,168022
453,454,200000,2,1,2,26,0,0,-2,-2,-2,-2,0,162165,7394
454,455,80000,1,2,2,42,0,0,0,0,0,0,0,331586,61032
455,456,40000,1,2,2,39,0,0,0,0,0,-1,0,124960,14049
456,457,130000,1,3,2,39,1,2,2,2,2,2,0,439958,18000
457,458,50000,1,1,2,32,-1,0,0,0,0,-2,0,99206,5000
458,459,230000,2,2,1,41,-1,-1,-1,-1,-1,-1,0,48732,59373
459,460,70000,1,2,1,48,0,0,0,0,0,-1,1,156587,14807
460,461,180000,2,2,1,38,0,0,0,0,0,0,0,838496,36029
461,462,80000,2,2,1,36,-1,-1,-1,-1,-1,-1,0,28137,28667
462,463,290000,2,2,2,26,0,0,0,-1,-1,0,0,248603,115536
463,464,230000,2,1,2,28,0,0,0,0,0,0,0,564897,144032
465,466,230000,1,1,1,59,-1,0,0,0,0,0,1,1210604,42822
466,467,220000,1,1,2,38,0,0,0,0,0,0,1,1188181,45147
467,468,230000,1,2,2,32,0,0,0,0,0,0,0,142857,5236
468,469,500000,1,2,1,38,0,0,0,-1,0,0,0,300881,99568
469,470,90000,2,1,1,41,-1,-1,-1,-1,-1,-1,0,19471,14731
470,471,390000,2,3,2,35,0,0,0,0,0,0,1,1864430,67884
471,472,400000,2,2,2,41,0,0,0,0,0,0,0,1618141,51938
472,473,180000,1,2,1,34,-1,-1,-1,-1,-1,-1,0,11563,11076
473,474,60000,1,3,1,38,1,2,2,0,0,2,0,192042,9500
474,475,120000,2,2,1,32,-1,-1,-1,-1,-1,-1,0,19210,20172
475,476,60000,2,2,2,29,0,0,0,0,0,0,0,167658,6820
476,477,50000,1,1,2,44,0,0,0,0,0,0,0,195918,7869
477,478,70000,2,2,1,37,0,0,0,2,0,0,0,380598,14935
478,479,500000,2,1,1,38,-1,2,-1,-1,-1,0,0,2751,2301
479,480,200000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,0,0
480,481,250000,2,2,1,40,0,0,0,0,-1,2,0,274820,193164
481,482,140000,1,2,2,26,0,0,2,2,2,2,1,832487,39650
482,483,70000,2,2,2,28,0,0,0,0,-1,2,0,169724,10806
483,484,90000,1,3,1,48,1,2,2,2,2,2,0,411870,14486
484,485,100000,2,2,1,43,-1,-1,-1,-1,-1,-1,0,10198,9818
485,486,190000,1,2,1,31,0,0,0,0,0,0,0,894199,29086
486,487,230000,2,1,1,42,-1,-1,-1,-1,-1,-1,0,52633,45768
487,488,320000,1,2,1,39,0,0,0,0,0,0,0,556223,23059
488,489,220000,2,2,1,36,-1,-1,-1,0,-1,-1,1,4024,4024
489,490,260000,2,1,1,34,-1,-1,-1,-1,-1,-1,0,37990,29865
490,491,90000,2,2,2,32,-2,-2,-2,-2,-2,-2,0,573,157
491,492,30000,2,2,1,43,2,2,2,2,2,0,0,144207,4610
492,493,260000,1,2,2,30,0,0,0,2,0,0,0,668040,22116
493,494,170000,2,2,2,28,0,0,-1,-1,-2,-2,0,46228,4308
494,495,80000,2,1,1,28,0,0,0,0,0,0,1,58976,3476
495,496,50000,1,1,1,41,-1,-1,-1,-1,-1,-1,0,2336,4250
496,497,200000,2,3,2,47,0,0,0,0,0,0,0,1196650,43749
497,498,20000,1,2,2,23,0,0,2,0,0,0,0,123892,10465
498,499,250000,2,1,1,49,-1,-1,-2,-1,-1,-1,0,1819,1771
499,500,20000,1,1,1,38,0,0,0,2,2,0,0,114642,7939
500,501,30000,2,2,1,38,0,0,0,0,2,2,0,138451,8200
501,502,90000,2,2,1,35,1,2,2,2,2,2,0,162740,12500
503,504,130000,2,1,1,33,0,0,0,0,0,0,1,107017,5000
505,506,160000,1,1,2,35,-1,-1,-1,-1,-1,-1,0,3200,2805
506,507,500000,2,2,2,43,-1,-1,-1,0,0,-1,0,761573,819093
507,508,180000,2,2,2,28,0,0,0,0,0,2,0,226042,10128
508,509,80000,2,2,1,30,0,0,0,0,0,2,0,75825,4800
509,510,120000,1,1,2,26,-1,-1,-2,-1,-1,-2,0,11330,10446
510,511,130000,1,2,1,31,-1,-1,-1,-1,-1,2,0,6514,5643
511,512,120000,2,2,2,35,-1,-1,-1,-1,-1,-1,1,1440,1440
512,513,360000,1,1,2,28,-1,-1,-1,-1,-1,-1,0,132271,116088
513,514,50000,1,2,2,23,2,2,2,2,2,2,1,189259,8800
514,515,20000,2,2,2,23,0,0,2,0,0,0,0,103607,4938
515,516,100000,1,3,1,56,0,0,-1,0,0,0,0,472054,99730
516,517,70000,1,3,1,32,0,0,0,0,0,0,0,415116,19970
517,518,50000,1,2,1,47,0,0,0,0,0,0,0,108988,11797
518,519,10000,2,2,2,22,1,2,0,0,0,0,0,59270,4607
519,520,290000,2,1,1,34,0,0,0,0,0,0,0,624930,39000
520,521,30000,2,1,1,31,0,0,0,0,0,0,0,110402,7645
521,522,410000,2,2,2,27,1,-1,0,0,0,0,0,237536,96874
522,523,360000,1,1,2,28,-1,-1,-1,0,0,-1,1,424799,454830
523,524,140000,2,2,1,42,0,0,0,0,0,0,1,501478,27167
524,525,210000,2,1,2,32,0,0,0,0,0,0,0,427893,17600
525,526,220000,2,2,2,27,-1,-1,-1,-1,-1,-1,0,20097,171909
526,527,20000,1,2,2,27,1,2,0,0,0,2,0,116201,4500
527,528,620000,2,2,1,45,2,2,0,0,0,0,1,979950,30700
528,529,360000,1,1,2,26,1,-2,-2,-2,-1,-1,0,4245,4298
529,530,20000,2,2,2,21,-1,-1,2,2,-1,-1,0,52614,36511
530,531,50000,1,2,2,23,0,0,0,0,0,0,0,129497,28536
532,533,10000,1,2,2,46,0,0,2,2,2,0,1,36955,3766
533,534,100000,2,3,1,50,2,0,0,3,3,2,1,356645,17050
534,535,50000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,11223,9519
535,536,60000,1,2,2,25,-1,-1,0,-1,-1,0,0,17388,14013
536,537,440000,2,1,2,35,0,0,0,0,0,0,0,1590980,55700
537,538,120000,1,2,1,44,0,0,0,0,0,0,0,421362,14449
538,539,50000,2,1,2,52,0,0,0,-2,-1,-1,0,7741,1318
539,540,110000,2,2,1,40,1,2,2,2,2,2,0,576533,23100
540,541,200000,2,1,2,38,-1,-1,-2,-2,-1,-1,0,887,805
541,542,150000,2,1,2,28,1,-2,-2,-2,-2,-1,0,318,318
542,543,30000,2,2,1,36,2,3,2,2,0,0,1,169630,4700
543,544,100000,2,1,2,24,0,0,0,0,-1,-1,0,164636,51245
544,545,360000,2,1,1,34,-1,0,0,-1,0,-1,0,58482,40069
545,546,390000,2,1,2,31,0,0,0,0,0,0,0,284264,23000
546,547,220000,2,1,1,41,1,-2,-2,-2,-2,-2,1,-525,0
547,548,160000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0
548,549,230000,2,1,2,28,-1,-1,0,0,0,0,0,63456,25923
549,550,120000,1,1,2,27,0,0,0,0,0,0,0,246395,27524
550,551,100000,1,3,1,52,0,0,2,2,2,0,1,37706,7500
551,552,190000,2,1,2,41,-1,-1,-1,-1,-1,-1,1,72112,43854
552,553,50000,1,1,1,56,0,0,0,0,0,0,1,219191,9617
553,554,240000,2,1,1,42,1,-1,-1,-2,-2,-2,0,6370,6370
554,555,40000,2,2,2,24,-2,-2,-2,-2,-2,-2,0,223518,10159
555,556,630000,2,2,1,47,0,0,0,-1,-1,-2,0,118530,55661
556,557,160000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,13149,9074
557,558,110000,2,2,2,32,0,0,2,2,2,2,0,463018,29300
558,559,20000,1,2,2,29,0,0,0,-2,-2,-2,0,35627,2055
559,560,210000,2,3,1,53,0,0,0,0,0,0,0,362544,14975
560,561,270000,1,1,2,34,-1,-1,0,-1,-1,-1,0,57523,43455
561,562,360000,2,2,2,52,-2,-2,-2,-2,-2,-2,0,4687,4973
562,563,60000,2,2,1,42,-1,-1,-1,-1,-1,-1,0,9651,9750
563,564,360000,1,2,2,38,-1,0,0,0,0,0,0,477607,136709
564,565,390000,2,1,2,45,2,2,2,-1,2,2,0,9583,9874
565,566,250000,2,3,2,35,-2,-2,-2,-2,-2,-2,0,37633,43951
566,567,90000,2,1,2,24,0,0,0,0,0,0,1,107492,12884
567,568,360000,1,1,2,28,-1,-1,-1,-1,-1,-1,0,37909,48124
568,569,50000,1,3,2,26,0,0,0,0,0,0,0,155313,6685
569,570,270000,2,1,1,40,0,0,0,-2,-2,-2,0,24457,1000
570,571,200000,2,1,2,29,1,-1,-1,-1,-1,-1,0,93578,38096
571,572,50000,2,2,2,23,0,0,0,0,0,0,0,194735,9496
572,573,350000,1,1,2,33,-1,-1,-1,-2,-2,-1,0,25844,15084
573,574,160000,2,2,2,60,-2,-1,-1,0,-1,-1,1,14048,10431
574,575,80000,2,3,1,49,-1,-1,-1,-1,-1,-1,0,26122,30745
575,576,290000,1,1,1,53,2,0,0,0,0,0,1,1622960,59114
576,577,270000,2,1,2,28,-1,-1,-1,0,0,0,0,143620,77166
577,578,80000,1,1,2,31,-1,-1,-1,-1,2,-1,0,55230,30128
578,579,50000,1,2,2,36,0,0,0,0,0,0,0,38925,5400
579,580,30000,1,2,1,35,-2,-1,-1,-1,-1,-2,0,24623,16882
580,581,30000,1,2,2,28,1,-1,-1,-2,-2,-2,1,780,780
581,582,90000,1,2,2,33,-1,0,0,0,0,0,0,195738,46487
582,583,160000,1,1,2,26,-1,-1,-1,-1,-1,-1,0,67573,72407
583,584,80000,2,3,2,53,0,0,0,0,0,0,0,410262,15881
584,585,50000,1,2,2,42,0,0,0,0,0,0,0,245027,7200
585,586,20000,2,1,2,25,0,0,0,0,0,2,0,99055,5900
586,587,220000,1,1,1,43,1,-2,-2,-2,-2,-2,1,0,0
587,588,210000,1,3,2,25,-1,-1,2,-1,-1,-1,1,67409,44925
588,589,130000,2,2,2,29,0,0,0,0,0,0,0,535030,18011
589,590,260000,2,2,1,31,-1,-1,0,0,-1,-1,0,194136,159300
590,591,230000,2,1,1,30,0,0,0,-1,0,0,0,254314,89840
591,592,160000,1,1,2,34,0,0,0,0,0,0,0,512342,20862
592,593,50000,1,1,1,35,0,0,0,0,0,0,0,77061,7220
593,594,80000,1,2,1,32,0,0,0,0,0,0,0,261480,18017
594,595,110000,1,3,2,46,0,0,0,0,0,0,0,356592,14882
595,596,200000,1,1,1,43,0,0,0,0,0,0,0,826110,29861
596,597,360000,1,2,2,29,0,0,0,0,0,0,0,1542987,46711
597,598,210000,2,3,2,31,1,-2,-2,-2,-2,-2,0,0,0
598,599,80000,2,2,2,24,2,0,0,0,0,0,0,389365,18249
599,600,300000,2,2,1,36,-1,-1,2,0,-1,-1,1,79766,88921
600,601,310000,2,2,1,43,0,0,0,0,0,0,0,148678,6310
601,602,30000,1,3,1,59,-1,-1,-1,-1,-1,-1,1,3270,2880
602,603,170000,1,1,1,53,0,0,0,0,0,0,0,103181,4616
603,604,140000,2,2,2,28,2,2,2,0,0,2,0,172568,9001
604,605,180000,2,2,2,31,1,-2,-2,-2,-2,-2,0,0,1576
605,606,50000,1,1,2,34,1,2,2,2,2,2,0,142053,5930
606,607,50000,2,2,1,36,0,0,0,0,0,-2,0,34423,3001
607,608,110000,2,1,2,24,0,0,0,0,2,0,0,235819,17000
608,609,450000,2,3,1,36,-2,-2,-2,-2,-2,-2,0,31012,30254
609,610,200000,2,2,1,34,-1,-1,-1,-1,-1,-1,0,2511,2511
610,611,220000,1,1,2,43,0,0,-1,-1,-1,-1,0,154835,99542
611,612,360000,2,1,2,29,0,0,-2,-2,-2,-1,1,5930,2650
612,613,50000,1,2,1,37,0,0,0,0,0,0,0,278195,11285
613,614,40000,1,2,2,23,2,2,0,0,0,0,0,175916,6117
614,615,190000,2,2,1,37,1,2,2,2,2,2,0,717765,29000
615,616,150000,1,1,2,33,0,0,0,0,0,0,0,119769,13237
616,617,200000,2,1,1,37,1,-2,-2,-2,-1,-1,0,595,2965
617,618,270000,2,2,1,56,0,0,0,0,0,0,0,683049,26353
618,619,60000,1,1,2,25,0,0,0,0,0,0,0,269005,11318
619,620,200000,2,2,1,39,0,0,0,0,0,0,0,443849,16680
620,621,150000,2,2,1,39,0,0,0,0,0,0,0,204705,15500
621,622,180000,2,2,2,28,-1,-1,-1,-1,-1,-1,0,2170,3030
622,623,90000,2,1,2,27,0,0,-2,-2,-2,-2,0,7624,0
623,624,360000,2,2,1,37,1,-2,-2,-2,-1,-1,0,707,4977
624,625,90000,2,1,2,24,-1,-1,-2,-2,-2,-2,0,491,0
625,626,20000,2,2,2,24,0,0,0,0,2,0,0,89220,5646
626,627,70000,1,1,1,46,0,0,0,0,0,0,0,318796,13340
627,628,230000,1,1,1,39,-1,-1,-1,-1,-1,-1,0,3960,3960
628,629,30000,1,3,1,48,0,0,0,0,0,0,0,175863,7283
630,631,100000,1,3,2,49,-1,-1,-2,-2,-2,-2,0,1440,0
631,632,50000,2,2,2,23,0,0,0,0,0,2,0,181591,12000
632,633,20000,2,3,1,25,0,0,0,0,0,-2,0,45038,3459
633,634,210000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,0,0
634,635,110000,1,3,1,56,0,0,0,0,0,0,0,193115,17177
635,636,20000,2,3,1,44,-1,-1,-1,-1,-1,-2,0,1006,456
636,637,50000,2,3,1,49,0,0,0,0,0,0,0,36792,6757
637,638,50000,1,2,1,41,0,0,0,0,0,0,0,121995,5330
638,639,400000,2,1,2,40,-1,-1,-1,-1,-1,0,0,337631,211702
639,640,170000,1,2,2,31,0,0,0,0,0,0,0,334688,17000
640,641,280000,1,2,1,42,0,0,0,0,0,0,0,882943,35867
641,642,130000,2,3,1,28,0,0,0,0,-2,-2,0,200599,3500
642,643,210000,2,2,2,32,0,0,0,0,0,0,0,336057,29500
643,644,370000,1,2,2,28,0,0,0,0,0,0,0,817955,58000
644,645,30000,2,2,1,31,0,0,2,0,0,0,0,127602,6942
645,646,150000,1,3,2,39,1,-1,-1,-2,-2,-2,0,506730,15180
646,647,60000,1,3,1,31,2,0,0,-2,-2,-2,1,70689,1027
647,648,80000,2,2,2,24,0,0,0,0,0,0,0,392216,15686
648,649,280000,2,2,1,44,2,2,2,2,2,2,1,1150758,45000
649,650,20000,2,2,2,46,8,7,6,5,4,3,0,118578,0
650,651,270000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,1000,1400
651,652,240000,2,2,2,26,0,0,-1,-1,-1,-1,0,59161,38813
652,653,20000,2,1,2,22,0,0,0,0,0,0,0,115711,6901
653,654,450000,2,1,1,42,1,-2,-2,-1,-1,-2,1,41600,42200
654,655,10000,1,2,2,33,0,0,0,0,0,0,0,49507,8145
655,656,280000,1,2,1,39,-2,-2,-2,-2,-2,-2,1,24054,25643
656,657,290000,2,3,2,27,0,0,0,0,-1,-1,0,55487,6300
657,658,190000,2,1,2,28,0,0,0,0,0,0,1,273617,13500
658,659,80000,2,1,2,23,0,0,0,0,0,-1,0,127112,11076
659,660,280000,2,2,2,28,-1,2,-1,-1,0,-1,0,7540,6230
660,661,160000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,68180,55935
661,662,90000,1,2,1,40,0,0,0,-1,-1,-1,1,90025,5358
662,663,140000,2,1,2,37,-1,-1,-1,-2,-2,-1,0,41544,40510
663,664,50000,1,1,2,22,0,0,0,0,0,-1,0,29567,4180
664,665,40000,2,2,1,32,0,0,0,2,2,2,0,167564,9810
665,666,130000,2,3,1,43,0,0,0,0,0,0,0,652165,25021
666,667,70000,2,3,1,27,0,0,0,0,0,2,0,378784,14964
667,668,30000,2,2,1,35,0,0,0,0,0,0,0,155444,8281
668,669,100000,2,3,1,35,1,2,2,2,2,2,0,599839,24800
669,670,20000,2,1,1,30,2,2,2,0,0,0,1,43329,3500
670,671,30000,2,2,2,34,2,-1,2,2,2,2,0,275375,76230
671,672,20000,1,2,1,34,0,0,0,0,0,0,1,91072,6789
672,673,100000,2,1,2,28,2,0,0,0,0,0,1,500780,19423
673,674,30000,1,2,2,25,2,2,7,7,7,6,1,13800,0
674,675,320000,2,1,1,41,0,0,0,0,0,0,0,611655,24120
675,676,90000,1,3,2,42,2,2,2,2,2,2,1,249902,6700
676,677,190000,1,2,2,40,2,2,2,2,2,2,1,959287,48600
677,678,200000,1,1,2,28,0,0,0,0,0,0,0,800524,111129
678,679,300000,2,2,2,31,-1,-1,-1,-1,0,-1,0,22757,19514
679,680,30000,2,1,2,56,-1,0,0,-2,-2,-2,0,74142,36403
681,682,230000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,1024,1024
682,683,230000,2,1,1,35,0,0,0,0,-2,-2,0,15873,2250
683,684,310000,2,2,2,28,0,0,0,0,0,0,0,497918,33000
684,685,320000,1,1,1,40,0,0,0,0,0,0,0,1423739,70000
685,686,360000,1,1,1,47,-1,-1,-1,0,-1,-1,0,362529,200250
686,687,20000,2,3,1,41,-1,-1,-1,0,0,0,1,4049,3532
687,688,170000,2,2,2,27,0,0,0,0,0,0,0,991237,52700
688,689,140000,1,1,1,40,0,0,0,0,0,0,0,778849,28766
689,690,80000,1,2,2,32,0,0,0,0,0,0,0,279502,9611
690,691,150000,1,2,2,35,0,0,0,-1,-1,-1,0,240075,106469
691,692,170000,1,2,2,27,-1,2,2,-2,-2,-2,0,1950,0
692,693,200000,2,2,1,29,2,0,0,0,0,0,1,814865,30193
693,694,70000,1,1,2,30,0,0,2,0,0,2,0,350836,15050
694,695,320000,1,2,1,37,-2,-2,-2,-2,-2,-2,0,67096,28706
695,696,150000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0
696,697,50000,2,1,1,34,0,0,0,-1,0,0,0,89632,12674
697,698,90000,2,2,2,34,-1,2,2,-2,-2,-2,0,16292,0
698,699,280000,1,1,1,41,-2,-2,-2,-2,-1,0,0,174504,151539
699,700,300000,2,1,2,31,0,0,0,0,2,-1,0,184067,5263
700,701,400000,2,2,2,40,-2,-2,-2,-2,-1,-1,0,9759,10144
701,702,200000,2,1,1,27,-1,-1,-1,-1,-1,-1,0,21962,17486
702,703,10000,2,3,2,22,0,0,0,0,-2,-2,1,26146,3036
705,706,50000,1,1,2,26,-1,0,0,0,0,0,1,106040,8100
706,707,50000,1,2,1,38,1,2,0,0,0,0,0,329171,14200
707,708,30000,2,3,1,46,1,2,2,2,2,2,0,78343,4470
708,709,20000,1,2,2,24,0,0,-1,2,0,0,0,21139,2338
709,710,20000,1,2,2,49,0,0,0,0,0,0,0,99503,3785
711,712,30000,2,2,1,42,0,0,0,0,0,0,0,199327,9164
712,713,360000,2,1,1,30,1,2,-1,0,-1,-1,0,39679,6147
713,714,170000,1,2,1,42,1,-1,-1,-2,-2,-1,0,6440,6440
714,715,400000,2,1,2,31,-2,-2,-2,-2,-2,-2,0,5048,4877
715,716,50000,2,2,1,49,0,0,0,0,0,0,0,193722,9822
716,717,160000,2,2,2,27,0,0,0,0,0,0,0,498263,22000
717,718,70000,2,2,1,33,0,0,0,0,0,0,1,182163,7083
718,719,150000,2,1,1,35,1,-2,-2,-2,-2,-2,0,0,0
719,720,80000,2,2,2,48,0,0,0,0,0,0,0,192649,32649
720,721,30000,2,2,2,22,0,0,2,0,0,0,0,162856,11952
721,722,10000,1,2,2,22,0,0,0,0,0,0,1,49081,7500
722,723,180000,2,1,2,27,1,-1,-1,-1,-1,-1,0,16670,20003
723,724,320000,1,1,1,47,-1,-1,-1,-1,-1,-1,0,36186,27532
724,725,80000,2,2,2,34,0,0,0,2,2,2,0,172717,8838
725,726,10000,1,2,1,45,0,0,0,2,0,0,1,54824,4300
726,727,360000,2,2,2,39,-1,-1,-1,0,-1,-1,0,52108,39686
727,728,450000,1,2,2,33,-2,-2,-2,-2,-2,-2,0,1506,5597
728,729,330000,2,2,2,29,0,0,0,0,-1,-1,0,449880,157274
729,730,60000,1,1,2,29,-1,2,-1,-1,2,2,1,4193,2082
730,731,50000,2,3,2,26,0,0,0,0,0,0,0,62292,5199
731,732,200000,1,2,1,38,0,0,0,0,0,0,0,963422,35917
732,733,120000,1,1,2,34,1,2,-1,-1,-2,-2,0,2484,621
733,734,160000,2,1,1,37,-1,-1,-1,-1,-1,-1,0,1580,1580
734,735,110000,1,2,1,57,0,0,0,0,0,0,0,237361,10651
735,736,70000,2,3,1,50,-2,-2,-1,0,0,0,0,98750,22562
736,737,150000,2,3,2,28,0,0,0,0,0,0,0,604366,22157
737,738,610000,2,1,2,31,0,0,0,0,0,0,0,606920,67490
738,739,110000,2,1,2,25,0,0,0,0,0,0,0,537686,21172
739,740,80000,2,2,2,25,2,0,0,2,0,0,1,129733,11439
740,741,170000,2,2,1,33,0,0,0,0,0,0,0,514117,21880
741,742,110000,2,1,2,30,-1,-1,-1,-1,-2,-2,0,6861,5803
742,743,140000,2,1,1,51,0,0,0,0,0,0,0,339033,12174
743,744,70000,1,1,2,51,0,0,0,2,0,0,0,251604,16500
744,745,260000,2,2,1,46,-2,-2,-2,-2,-2,-2,0,110610,60816
745,746,170000,1,3,2,38,0,0,0,0,0,0,0,158472,21000
746,747,50000,2,2,1,34,0,0,0,0,0,0,0,84696,12721
747,748,300000,2,3,1,34,0,0,0,0,0,0,1,1400112,48373
748,749,150000,2,1,2,31,2,-1,-1,-1,-1,-1,1,11977,11587
749,750,50000,2,2,2,25,8,7,6,5,4,3,1,216955,4000
750,751,50000,2,2,1,26,1,-2,-1,0,0,0,0,13700,7493
751,752,90000,2,1,2,25,2,0,0,0,0,-1,0,351580,85758
752,753,50000,1,2,2,26,0,0,0,0,0,0,1,178867,26359
753,754,500000,2,2,2,43,-1,0,0,0,0,0,0,189761,10465
754,755,470000,2,2,1,36,-1,0,0,-1,-1,-1,0,7057,6092
755,756,230000,1,2,2,58,0,0,0,0,0,0,0,550625,24555
756,757,140000,2,2,2,26,0,0,-1,-1,0,0,0,90289,45641
757,758,230000,2,2,1,30,2,0,-1,-1,-1,-1,1,39593,26556
758,759,420000,2,2,2,31,0,0,0,0,-1,-1,0,138698,74695
759,760,30000,2,2,2,24,0,0,0,0,0,0,0,186115,10464
760,761,50000,2,2,2,52,1,2,0,0,0,2,1,171979,6220
761,762,140000,2,2,2,24,-1,-1,-2,-1,-1,-2,0,430,233
762,763,260000,2,2,1,35,-1,-1,-1,-1,-1,0,0,255927,191998
763,764,90000,2,3,2,29,-1,2,-1,-1,-1,-2,0,27807,6622
764,765,240000,2,2,1,33,0,0,0,0,0,0,0,1427317,59000
